"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3000000","2010","0065","20100901","20101122","조마루(신설동점)","서울특별시 종로구 난계로29길 37 (숭인동)","서울특별시 종로구 숭인동  201번지 10호  ","3000000-101-1983-01678","한식","감자탕","90.15","숭인제2동","상수도전용","0202534104"
"3000000","2010","0076","20100901","20101122","풍천손가네민물장어","서울특별시 종로구 종로51가길 2-1 1층 (창신동)","서울특별시 종로구 창신동  148번지 1호  1층","3000000-101-2006-00366","한식","장어구이","107.36","창신제2동","","0236730510"
"3000000","2010","0024","20100901","20101122","마산아구찜","서울특별시 종로구 자하문로 18-1 (통의동)","서울특별시 종로구 통의동  66번지  ","3000000-101-2004-00341","한식","아구찜","95.00","사직동","상수도전용",""
"3000000","2010","0008","20100901","20101122","나무향기","서울특별시 종로구 세종대로23길 47 1층 108호 (당주동)","서울특별시 종로구 당주동  145번지  ","3000000-101-2010-00103","한식","오리통삼겹 장작구이","343.00","사직동","","02  723 8981"
"3000000","2010","0085","20100901","20101122","향나무세구루","서울특별시 종로구 삼청로 100 (삼청동)","서울특별시 종로구 삼청동  62번지 18호  ","3000000-101-1999-10589","한식","삼겹살","57.95","삼청동","상수도전용","02 7209524"
"3000000","2009","0037","20090831","20091028","사동면옥","서울특별시 종로구 인사동8길 9 (관훈동)","서울특별시 종로구 관훈동  29번지 21호  ","3000000-101-1994-02278","한식","도가니탕냉면","64.95","종로1.2.3.4가동","상수도전용","02 7357393"
"3000000","2009","0018","20090831","20091028","대평갈비","서울특별시 종로구 평창문화로 83 지상23층 (평창동)","서울특별시 종로구 평창동  153번지 1호  지상23층","3000000-101-2000-11611","한식","한방갈비탕","558.55","평창동","상수도전용","02 3955288"
"3000000","2009","0075","20090831","20091028","평창동 북악정","서울특별시 종로구 평창36길 6 지하지상12층 (평창동)","서울특별시 종로구 평창동  114번지 12호  지하 지상12층","3000000-101-1984-01667","한식","갈비 등심","451.81","평창동","상수도전용","02394 2340"
"3000000","2009","0081","20090831","20091028","한일옥","서울특별시 종로구 수표로 94 (관수동 지하1층~지상1층)","서울특별시 종로구 관수동  19번지  (지하1층~지상1층)","3000000-101-2008-00048","한식","갈비탕","273.16","종로1.2.3.4가동","상수도전용","0222657707"
"3000000","2009","0055","20090831","20091028","용금옥","서울특별시 종로구 자하문로 41-2 (통인동)","서울특별시 종로구 통인동  118번지 5호  ","3000000-101-2002-12292","탕류(보신용)","추어탕","76.78","청운효자동","상수도전용","02 7774749"
"3000000","2009","0042","20090831","20091028","스파게티가있는풍경","서울특별시 종로구 새문안로 103-1 2층 (신문로1가)","서울특별시 종로구 신문로1가  1번지 1호  ","3000000-101-2006-00276","기타","스파게티","91.24","사직동","","02 7387018"
"3000000","2009","0040","20090831","20091028","솔밭숯불갈비","서울특별시 종로구 삼일대로28길 5 (낙원동)","서울특별시 종로구 낙원동  43번지  ","3000000-101-1981-01269","한식","숯불갈비","72.94","종로1.2.3.4가동","상수도전용","0207653055"
"3000000","2009","0071","20090831","20091028","태진복집","서울특별시 종로구 자하문로10길 10-24 지상12층 (통의동)","서울특별시 종로구 통의동  92번지  지상12층","3000000-101-1988-04139","복어취급","복지리","233.28","사직동","상수도전용","0207333730"
"3000000","2008","0029","20080701","20081006","무교삼계탕","서울특별시 종로구 인사동7길 37 (관훈동)","서울특별시 종로구 관훈동  198번지 17호  ","3000000-101-1985-06207","한식","삼계탕","76.20","종로1.2.3.4가동","상수도전용",""
"3000000","2008","0036","20080701","20081006","시골해장국","서울특별시 종로구 율곡로 44-12 1층 (관훈동)","서울특별시 종로구 관훈동  109번지 1호  ","3000000-101-1996-02678","한식","해장국","77.43","종로1.2.3.4가동","상수도전용","02  723 4830"
"3000000","2008","0053","20080701","20081006","옥정","서울특별시 종로구 인사동12길 18 1층 (관훈동)","서울특별시 종로구 관훈동  84번지 22호  ","3000000-101-1994-00298","한식","한정식","53.02","종로1.2.3.4가동","상수도전용","02 7335412"
"3000000","2008","0022","20080701","20081006","두레유","서울특별시 종로구 평창30길 28 (평창동)","서울특별시 종로구 평창동  97번지  ","3000000-101-1999-10400","경양식","스테이크","165.80","평창동","상수도전용","0232171090"
"3000000","2008","0069","20080701","20081006","처마끝 하늘풍경","서울특별시 종로구 인사동14길 24-2 1층 (관훈동)","서울특별시 종로구 관훈동  84번지 11호  ","3000000-101-2007-00059","한식","한정식","137.82","종로1.2.3.4가동","상수도전용","02 7343337"
"3000000","2008","0007","20080701","20081006","김가네대청마루","서울특별시 종로구 인사동4길 17 (경운동)","서울특별시 종로구 경운동  47번지 1호  ","3000000-101-1985-00291","한식","돼지갈비","234.66","종로1.2.3.4가동","상수도전용","02 7331338"
"3000000","2008","0001","20080701","20081006","(주)베이징코야","서울특별시 종로구 율곡로2길 29-1 지하1층 (수송동)","서울특별시 종로구 수송동  110번지  지하1층","3000000-101-2006-00306","중국식","북경오리구이","621.00","종로1.2.3.4가동","","02  313 5292"
"3000000","2008","0032","20080701","20081006","박광일 참치","서울특별시 종로구 자하문로 26-1 지상1~지상3층 (통의동)","서울특별시 종로구 통의동  72번지  ","3000000-101-2006-00091","일식","참치회","274.52","사직동","","02 7324114"
"3000000","2008","0078","20080701","20081006","하누소","서울특별시 종로구 삼일대로 428 (낙원동)","서울특별시 종로구 낙원동  272번지  ","3000000-101-2002-11958","한식","갈비탕","552.75","종로1.2.3.4가동","","02 7399990"
"3000000","2008","0082","20080701","20081006","할머니두부집","서울특별시 종로구 진흥로 439 (구기동)","서울특별시 종로구 구기동  85번지 9호  ","3000000-101-1990-01071","한식","두부전골","156.54","평창동","상수도전용","02 3796276"
"3000000","2007","0067","20071015","20071120","허서방네","서울특별시 종로구 종로 332 (창신동)","서울특별시 종로구 창신동  328번지 3호  ","3000000-101-1988-00882","한식","된장찌개","158.34","창신제2동","상수도전용","0207647706"
"3000000","2007","0072","20071109","20071120","(주)토속촌삼계탕","서울특별시 종로구 자하문로5길 5 지상1층 (체부동 (체부동 86-123))","서울특별시 종로구 체부동  85번지 1호  지상1층(체부동 86-123)","3000000-101-1990-00725","한식","삼계탕","440.86","사직동","상수도전용","0207377444"
"3000000","2007","0011","20071112","20071120","눈나무집","서울특별시 종로구 삼청로 136-1 123층 (삼청동)","서울특별시 종로구 삼청동  20번지 8호  ","3000000-101-2005-00056","한식","떡갈비김치말이국수","103.56","삼청동","상수도전용","02 7396742"
"3000000","2007","0093","20071109","20071120","더불어함께","서울특별시 종로구 대명1길 24 (명륜4가)","서울특별시 종로구 명륜4가  71번지 1호  ","3000000-101-1996-02636","한식","한정식","73.04","혜화동","상수도전용",""
"3000000","2007","0077","20071120","20071120","하나로회관","서울특별시 종로구 인사동5길 25 (인사동)","서울특별시 종로구 인사동  194번지 4호  ","3000000-101-1984-00506","한식","불고기 김치찌개","296.55","종로1.2.3.4가동","상수도전용","0207327451"
"3000000","2007","0079","20071109","20071120","한라의 집","서울특별시 종로구 새문안로9길 29-1 (당주동)","서울특별시 종로구 당주동  20번지 2호  ","3000000-101-1983-03756","일식","갈치회","61.98","사직동","상수도전용","0207377484"
"3000000","2007","0047","20071120","20071120","양반댁","서울특별시 종로구 인사동길 19-18 1층 (인사동)","서울특별시 종로구 인사동  193번지 5호  ","3000000-101-1983-00641","한식","한정식","72.49","종로1.2.3.4가동","상수도전용","02 7301112"
"3000000","2007","0006","20071120","20071120","금해 복집","서울특별시 종로구 진흥로 461 12층 (구기동)","서울특별시 종로구 구기동  67번지 19호  ","3000000-101-1997-07563","일식","활지리","341.45","평창동","상수도전용","02 3955656"
"3000000","2007","0004","20071122","20071120","고창선운사풍천장어금정","서울특별시 종로구 대학로2길 38 (종로5가)","서울특별시 종로구 종로5가  31번지  ","3000000-101-2004-00228","한식","장어구이","70.17","종로5.6가동","상수도전용","02 7459589"
"3000000","2007","0045","20071122","20071120","싱글벙글 복어(종로점)","서울특별시 종로구 돈화문로11길 30 (낙원동)","서울특별시 종로구 낙원동  121번지 1호  ","3000000-101-2004-00108","한식","복어","158.56","종로1.2.3.4가동","상수도전용","02 7430787"
"3000000","2007","0005","20071112","20071120","궁나라냉면.묵밥","서울특별시 종로구 지봉로12길 6 1층 (숭인동)","서울특별시 종로구 숭인동  56번지 38호  ","3000000-101-1992-01124","한식","냉면묵밥","115.50","숭인제1동","상수도전용","02744 4701"
"3000000","2007","0009","20071112","20071120","나주곰탕","서울특별시 종로구 지봉로 26-1 1층 (숭인동)","서울특별시 종로구 숭인동  313번지 8호  ","3000000-101-2003-00437","한식","곰탕","158.40","숭인제2동","","02 7780554"
"3000000","2007","0062","20071112","20071120","일품당샤브샤브","서울특별시 종로구 세종대로23길 25 12층 (당주동)","서울특별시 종로구 당주동  16번지 1호  ","3000000-101-2003-00426","한식","샤브샤브","177.64","사직동","","02 7337949"
"3000000","2007","0066","20071120","20071120","종로진낙지","서울특별시 종로구 수표로 122 12층 (낙원동)","서울특별시 종로구 낙원동  139번지  139-1번지","3000000-101-1993-00049","한식","낙지","118.32","종로1.2.3.4가동","상수도전용","02 7420621"
"3000000","2007","0012","20071120","20071120","뉘조","서울특별시 종로구 인사동14길 27 1층 (관훈동)","서울특별시 종로구 관훈동  84번지 13호  ","3000000-101-1993-00086","한식","한정식","95.01","종로1.2.3.4가동","상수도전용","02 7309311"
"3000000","2007","0002","20071120","20071120","(주)석파랑","서울특별시 종로구 자하문로 309 1층 (홍지동)","서울특별시 종로구 홍지동  125번지  ","3000000-101-1993-00149","한식","한정식","183.42","부암동","상수도전용","02395 2500"
"3000000","2007","0020","20071120","20071120","동원참치","서울특별시 종로구 인사동7길 37 지하1층 (관훈동)","서울특별시 종로구 관훈동  198번지 17호  ","3000000-101-1993-05737","일식","회덮밥","109.50","종로1.2.3.4가동","상수도전용","02 7344467"
"3000000","2007","0084","20071109","20071120","향가","서울특별시 종로구 계동길 19-6 (재동)","서울특별시 종로구 재동  84번지 1호  ","3000000-101-2000-11447","한식","시골밥상","200.65","가회동","상수도전용","02 7473368"
"3000000","2007","0019","20071112","20071120","더레스토랑","서울특별시 종로구 삼청로 54 지하1지상12층 (소격동)","서울특별시 종로구 소격동  48번지  ","3000000-101-1999-10390","경양식","스테이크","408.19","삼청동","상수도전용","02 7358441"
"3000000","2007","0041","20071015","20071120","송전","서울특별시 종로구 종로 14 (서린동)","서울특별시 종로구 서린동  136번지  ","3000000-101-1999-05788","일식","생선회","148.12","종로1.2.3.4가동","상수도전용","02 7398282"
"3000000","2007","0003","20071109","20071120","감촌","서울특별시 종로구 종로 19 5층 511호 일부 512호 (종로1가)","서울특별시 종로구 종로1가  24번지  ","3000000-101-1999-00629","한식","순두부","244.56","종로1.2.3.4가동","상수도전용","02 7337035"
"3000000","2007","0023","20071112","20071120","들풀식당","서울특별시 종로구 자하문로 118 (청운동)","서울특별시 종로구 청운동  69번지  ","3000000-101-1998-07944","한식","한정식","97.79","청운효자동","상수도전용","02 7204323"
"3000000","2007","0021","20071112","20071120","된장예술과 술","서울특별시 종로구 대학로11길 9-2 12층 (명륜4가)","서울특별시 종로구 명륜4가  103번지 8호  ","3000000-101-1997-07630","분식","된장정식","150.04","혜화동","상수도전용","02 7454516"
"3000000","2007","0083","20071112","20071120","함흥곰보냉면","서울특별시 종로구 창경궁로 109 401405호 (인의동)","서울특별시 종로구 인의동  112번지 14호  401405호","3000000-101-1968-06103","한식","냉면","334.75","종로1.2.3.4가동","상수도전용","0222732833"
"3000000","2007","0027","20071121","20071120","명원숯불갈비","서울특별시 종로구 통일로12길 8 (행촌동)","서울특별시 종로구 행촌동  209번지 8호  ","3000000-101-1996-02715","한식","돼지갈비","108.32","교남동","상수도전용","02 7384744"
"3000000","2007","0034","20071101","20071120","별미삼청수제비","서울특별시 종로구 삼청로 101-1 (삼청동)","서울특별시 종로구 삼청동  99번지  ","3000000-101-1997-02854","한식","수제비","106.40","삼청동","상수도전용","02 7352965"
